File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,Visibility,IIIF Access URL
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_674.tif,Page,Page 674,674,ark:/21198/z1835t07,ark:/21198/z1127trb,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127trb
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_675.tif,Page,Page 675,675,ark:/21198/z1835t07,ark:/21198/z1w97b9w,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w97b9w
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_676.tif,Page,Page 676,676,ark:/21198/z1835t07,ark:/21198/z1rj6kmm,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6kmm
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_677.tif,Page,Page 677,677,ark:/21198/z1835t07,ark:/21198/z1ms5txb,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5txb
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_678.tif,Page,Page 678,678,ark:/21198/z1835t07,ark:/21198/z1h1534t,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h1534t
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_679.tif,Page,Page 679,679,ark:/21198/z1835t07,ark:/21198/z1c84bd3,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c84bd3
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_680.tif,Page,Page 680,680,ark:/21198/z1835t07,ark:/21198/z17m292n,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m292n
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_681.tif,Page,Page 681,681,ark:/21198/z1835t07,ark:/21198/z13v1jbx,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v1jbx
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_682.tif,Page,Page 682,682,ark:/21198/z1835t07,ark:/21198/z1030snz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030snz
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_683.tif,Page,Page 683,683,ark:/21198/z1835t07,ark:/21198/z1vb097z,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb097z
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_684.tif,Page,Page 684,684,ark:/21198/z1835t07,ark:/21198/z1qj9jfs,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj9jfs
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_685.tif,Page,Page 685,685,ark:/21198/z1835t07,ark:/21198/z1ks8sq2,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8sq2
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_686.tif,Page,Page 686,686,ark:/21198/z1835t07,ark:/21198/z1g181zk,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g181zk
